Code,Expiry Date,P/C,Exercise,Bid,Offer,Last,Open Interest
AGLMQ8,20/12/2018,Put,17.500,0.250,0.250,0.000,2
AGLLY8,20/12/2018,Call,18.000,3.525,3.525,0.000,0
AGLLZ8,20/12/2018,Put,18.000,0.340,0.340,0.000,0
AGLLD8,20/12/2018,Call,18.500,3.085,3.085,0.000,0
AGLLE8,20/12/2018,Put,18.500,0.445,0.445,0.000,0
AGLX57,20/12/2018,Call,19.000,2.675,2.675,0.000,0
AGLX67,20/12/2018,Put,19.000,0.570,0.570,0.000,95
AGLLJ8,20/12/2018,Call,19.010,2.470,2.470,0.000,93
AGLLK8,20/12/2018,Put,19.010,0.565,0.565,0.000,75
AGLKS8,20/12/2018,Call,19.500,2.295,2.295,0.000,0
AGLKT8,20/12/2018,Put,19.500,0.725,0.725,0.000,40
AGLLL8,20/12/2018,Call,19.510,2.130,2.130,0.000,122
AGLLM8,20/12/2018,Put,19.510,0.715,0.715,0.000,172
AGLU97,20/12/2018,Call,20.000,1.945,1.945,0.000,0
AGLUA7,20/12/2018,Put,20.000,0.910,0.910,0.810,120
AGLLN8,20/12/2018,Call,20.010,1.820,1.820,0.000,0
AGLLO8,20/12/2018,Put,20.010,0.900,0.900,0.000,20
AGLIX8,20/12/2018,Call,20.500,1.635,1.635,0.000,0
AGLIY8,20/12/2018,Put,20.500,1.130,1.130,0.000,0
AGLTS7,20/12/2018,Call,21.000,1.360,1.360,0.000,0
AGLTT7,20/12/2018,Put,21.000,1.385,1.385,0.000,190
AGLGY8,20/12/2018,Call,21.500,1.115,1.115,0.000,93
AGLGZ8,20/12/2018,Put,21.500,1.670,1.670,0.000,40
AGLT77,20/12/2018,Call,22.000,0.910,0.910,0.000,0
AGLT87,20/12/2018,Put,22.000,1.985,1.985,0.000,5
AGLGW8,20/12/2018,Call,22.500,0.735,0.735,0.000,255
AGLGX8,20/12/2018,Put,22.500,2.330,2.330,0.000,140
AGLT37,20/12/2018,Call,23.000,0.590,0.590,0.000,5
AGLT47,20/12/2018,Put,23.000,2.690,2.690,0.000,0
AGLGU8,20/12/2018,Call,23.500,0.465,0.465,0.000,219
AGLGV8,20/12/2018,Put,23.500,3.075,3.075,0.000,27
AGLT57,20/12/2018,Call,24.000,0.375,0.375,0.000,215
AGLT67,20/12/2018,Put,24.000,3.480,3.480,0.000,0
AGLIZ8,20/12/2018,Call,24.010,0.370,0.370,0.000,90
AGLJ18,20/12/2018,Put,24.010,3.415,3.415,0.000,0
AGLGS8,20/12/2018,Call,24.500,0.295,0.295,0.000,150
AGLGT8,20/12/2018,Put,24.500,3.895,3.895,0.000,0
AGLT97,20/12/2018,Call,25.000,0.230,0.230,0.000,105
AGLTA7,20/12/2018,Put,25.000,4.335,4.335,0.000,34
AGLI18,20/12/2018,Call,25.500,0.180,0.180,0.000,210
AGLI28,20/12/2018,Put,25.500,4.780,4.780,0.000,0
AGLTB7,20/12/2018,Call,26.000,0.140,0.140,0.000,3
AGLTC7,20/12/2018,Put,26.000,5.240,5.240,0.000,0
AGLI38,20/12/2018,Call,26.500,0.110,0.110,0.000,0
AGLI48,20/12/2018,Put,26.500,5.705,5.705,0.000,0
AGLTD7,20/12/2018,Call,27.000,0.085,0.085,0.000,2
AGLTE7,20/12/2018,Put,27.000,6.180,6.180,0.000,0
AGLGQ8,20/12/2018,Call,27.500,0.070,0.070,0.000,39
AGLGR8,20/12/2018,Put,27.500,6.660,6.660,0.000,0
AGLTF7,20/12/2018,Call,28.000,0.055,0.055,0.000,2
AGLTG7,20/12/2018,Put,28.000,7.145,7.145,0.000,0
AGLT17,20/12/2018,Call,29.000,0.035,0.035,0.000,0
AGLT27,20/12/2018,Put,29.000,8.125,8.125,0.000,0
AGLSY7,20/12/2018,Call,30.000,0.020,0.020,0.000,0
AGLSZ7,20/12/2018,Put,30.000,9.110,9.110,0.000,0
AGLRZ8,28/03/2019,Call,0.010,20.435,20.435,0.000,0
AGLTK8,28/03/2019,Call,16.500,4.945,4.945,0.000,0
AGLTL8,28/03/2019,Put,16.500,0.290,0.290,0.000,0
AGLM18,28/03/2019,Call,17.000,4.465,4.465,0.000,0
AGLM28,28/03/2019,Put,17.000,0.380,0.380,0.000,0
AGLS38,28/03/2019,Call,17.500,4.000,4.000,0.000,0
AGLS48,28/03/2019,Put,17.500,0.495,0.495,0.000,0
AGLKU8,28/03/2019,Call,18.000,3.550,3.550,0.000,0
AGLKV8,28/03/2019,Put,18.000,0.630,0.630,0.000,0
AGLR68,28/03/2019,Call,18.500,3.135,3.135,0.000,0
AGLR78,28/03/2019,Put,18.500,0.785,0.785,0.000,10
AGLB98,28/03/2019,Call,19.000,2.745,2.745,0.000,0
AGLBF8,28/03/2019,Put,19.000,0.970,0.970,0.000,15
AGLR88,28/03/2019,Call,19.500,2.385,2.385,0.000,0
AGLR98,28/03/2019,Put,19.500,1.175,1.175,0.000,0
AGLBG8,28/03/2019,Call,20.000,2.055,2.055,0.000,0
AGLBH8,28/03/2019,Put,20.000,1.405,1.405,0.000,0
AGLRF8,28/03/2019,Call,20.500,1.770,1.770,0.000,0
AGLRG8,28/03/2019,Put,20.500,1.665,1.665,0.000,0
AGLBK8,28/03/2019,Call,21.000,1.515,1.515,0.000,0
AGLBL8,28/03/2019,Put,21.000,1.935,1.935,0.000,12
AGLR48,28/03/2019,Call,21.500,1.285,1.285,0.000,0
AGLR58,28/03/2019,Put,21.500,2.240,2.240,0.000,0
AGLBI8,28/03/2019,Call,22.000,1.090,1.090,0.000,0
AGLBJ8,28/03/2019,Put,22.000,2.560,2.560,0.000,100
AGLR28,28/03/2019,Call,22.500,0.915,0.915,0.000,0
AGLR38,28/03/2019,Put,22.500,2.900,2.900,0.000,0
AGLB58,28/03/2019,Call,23.000,0.770,0.770,0.000,0
AGLB68,28/03/2019,Put,23.000,3.265,3.265,0.000,0
AGLQZ8,28/03/2019,Call,23.500,0.640,0.640,0.000,0
AGLR18,28/03/2019,Put,23.500,3.640,3.640,0.000,0
AGLB78,28/03/2019,Call,24.000,0.535,0.535,0.000,0
AGLB88,28/03/2019,Put,24.000,4.035,4.035,0.000,120
AGLQX8,28/03/2019,Call,24.500,0.440,0.440,0.000,0
AGLQY8,28/03/2019,Put,24.500,4.440,4.440,0.000,0
AGLBP8,28/03/2019,Call,25.000,0.365,0.365,0.000,0
AGLBQ8,28/03/2019,Put,25.000,4.860,4.860,0.000,0
AGLUO8,28/03/2019,Call,25.500,0.295,0.295,0.000,0
AGLUP8,28/03/2019,Put,25.500,5.285,5.285,0.000,0
AGLBM8,28/03/2019,Call,26.000,0.245,0.245,0.000,0
AGLBO8,28/03/2019,Put,26.000,5.730,5.730,0.000,10
AGLB38,28/03/2019,Call,27.000,0.160,0.160,0.000,10
AGLB48,28/03/2019,Put,27.000,6.635,6.635,0.000,26
AGLC58,28/03/2019,Call,28.000,0.105,0.105,0.000,4
AGLC68,28/03/2019,Put,28.000,7.560,7.560,0.000,0
AGLCM8,28/03/2019,Call,29.000,0.065,0.065,0.000,0
AGLCN8,28/03/2019,Put,29.000,8.505,8.505,0.000,0
AGLEI8,28/03/2019,Call,30.000,0.040,0.040,0.000,0
AGLEJ8,28/03/2019,Put,30.000,9.465,9.465,0.000,61
AGLSZ8,27/06/2019,Call,16.000,5.425,5.425,0.000,0
AGLT18,27/06/2019,Put,16.000,0.305,0.305,0.000,0
AGLM38,27/06/2019,Call,17.000,4.455,4.455,0.000,0
AGLM48,27/06/2019,Put,17.000,0.500,0.500,0.000,0
AGLKW8,27/06/2019,Call,18.000,3.540,3.540,0.000,0
AGLKX8,27/06/2019,Put,18.000,0.760,0.760,0.000,0
AGLJ88,27/06/2019,Call,19.000,2.730,2.730,0.000,0
AGLJ98,27/06/2019,Put,19.000,1.095,1.095,0.000,0
AGLI78,27/06/2019,Call,20.000,2.060,2.060,0.000,0
AGLI88,27/06/2019,Put,20.000,1.520,1.520,0.000,0
AGLI98,27/06/2019,Call,21.000,1.525,1.525,0.000,55
AGLIF8,27/06/2019,Put,21.000,2.030,2.030,0.000,0
AGLI58,27/06/2019,Call,22.000,1.115,1.115,0.000,0
AGLI68,27/06/2019,Put,22.000,2.630,2.630,0.000,20
AGLII8,27/06/2019,Call,23.000,0.805,0.805,0.000,0
AGLIJ8,27/06/2019,Put,23.000,3.305,3.305,0.000,0
AGLIG8,27/06/2019,Call,24.000,0.570,0.570,0.000,10
AGLIH8,27/06/2019,Put,24.000,4.055,4.055,0.000,0
AGLIK8,27/06/2019,Call,25.000,0.400,0.400,0.000,15
AGLIL8,27/06/2019,Put,25.000,4.865,4.865,0.000,0
AGLIM8,27/06/2019,Call,26.000,0.275,0.275,0.000,3
AGLIN8,27/06/2019,Put,26.000,5.720,5.720,0.000,0
AGLIO8,27/06/2019,Call,27.000,0.190,0.190,0.000,20
AGLIP8,27/06/2019,Put,27.000,6.620,6.620,0.000,0
AGLIQ8,27/06/2019,Call,28.000,0.125,0.125,0.000,0
AGLIR8,27/06/2019,Put,28.000,7.545,7.545,0.000,21
AGLIT8,27/06/2019,Call,29.000,0.085,0.085,0.000,0
AGLIU8,27/06/2019,Put,29.000,8.495,8.495,0.000,1
AGLT28,26/09/2019,Call,16.000,5.420,5.420,0.000,0
AGLT38,26/09/2019,Put,16.000,0.520,0.520,0.000,0
AGLS18,26/09/2019,Call,17.000,4.445,4.445,0.000,0
AGLS28,26/09/2019,Put,17.000,0.770,0.770,0.000,0
AGLRL8,26/09/2019,Call,18.000,3.525,3.525,0.000,0
AGLRM8,26/09/2019,Put,18.000,1.085,1.085,0.000,0
AGLRR8,26/09/2019,Call,19.000,2.715,2.715,0.000,0
AGLRS8,26/09/2019,Put,19.000,1.475,1.475,0.000,0
AGLRP8,26/09/2019,Call,20.000,2.055,2.055,0.000,0
AGLRQ8,26/09/2019,Put,20.000,1.945,1.945,0.000,0
AGLRX8,26/09/2019,Call,21.000,1.535,1.535,0.000,0
AGLRY8,26/09/2019,Put,21.000,2.485,2.485,0.000,0
AGLRN8,26/09/2019,Call,22.000,1.130,1.130,0.000,0
AGLRO8,26/09/2019,Put,22.000,3.105,3.105,0.000,45
AGLRV8,26/09/2019,Call,23.000,0.825,0.825,0.000,0
AGLRW8,26/09/2019,Put,23.000,3.790,3.790,0.000,0
AGLRT8,26/09/2019,Call,24.000,0.595,0.595,0.000,0
AGLRU8,26/09/2019,Put,24.000,4.540,4.540,0.000,0
AGLRH8,26/09/2019,Call,25.000,0.425,0.425,0.000,0
AGLRI8,26/09/2019,Put,25.000,5.340,5.340,0.000,0
AGLRJ8,26/09/2019,Call,26.000,0.300,0.300,0.000,0
AGLRK8,26/09/2019,Put,26.000,6.190,6.190,0.000,0
ALLB67,28/06/2018,Call,0.010,28.150,28.150,0.000,0
ALLB77,27/09/2018,Call,0.010,28.290,28.290,0.000,0
ALLB87,20/12/2018,Call,0.010,28.205,28.205,0.000,0
ALLB97,28/03/2019,Call,0.010,28.350,28.350,0.000,0
AM8BG7,28/06/2018,Call,0.010,13.970,13.970,0.000,0
AM8BH7,27/09/2018,Call,0.010,14.040,14.040,0.000,0
AM8BI7,20/12/2018,Call,0.010,14.110,14.110,0.000,0
AM8BJ7,28/03/2019,Call,0.010,14.180,14.180,0.000,0
AMCXD8,24/05/2018,Call,0.010,13.945,13.945,0.000,0
AMCM99,24/05/2018,Call,11.500,2.455,2.455,0.000,0
AMCMA9,24/05/2018,Put,11.500,0.000,0.000,0.000,0
AMCLL9,24/05/2018,Call,11.750,2.205,2.205,0.000,0
AMCLM9,24/05/2018,Put,11.750,0.000,0.000,0.000,0
AMCE59,24/05/2018,Call,12.000,1.955,1.955,0.000,0
AMCE69,24/05/2018,Put,12.000,0.000,0.000,0.000,100
AMCD69,24/05/2018,Call,12.250,1.710,1.710,0.000,0
AMCD79,24/05/2018,Put,12.250,0.000,0.000,0.000,0
AMCCN9,24/05/2018,Call,12.500,1.465,1.465,0.000,0
AMCCO9,24/05/2018,Put,12.500,0.000,0.000,0.000,0
AMCZS8,24/05/2018,Call,12.750,1.220,1.220,0.000,0
AMCZT8,24/05/2018,Put,12.750,0.000,0.000,0.000,50
AMCZ68,24/05/2018,Call,13.000,0.975,0.975,0.000,0
AMCZ78,24/05/2018,Put,13.000,0.000,0.000,0.000,350
AMCEM9,24/05/2018,Call,13.010,0.965,0.965,0.000,0
AMCEN9,24/05/2018,Put,13.010,0.000,0.000,0.000,0
AMCXL8,24/05/2018,Call,13.250,0.735,0.735,0.000,9
AMCXM8,24/05/2018,Put,13.250,0.003,0.003,0.000,331
AMCEO9,24/05/2018,Call,13.260,0.725,0.725,0.000,0
AMCEP9,24/05/2018,Put,13.260,0.003,0.003,0.000,0
AMCWS8,24/05/2018,Call,13.500,0.500,0.500,0.000,0
AMCWT8,24/05/2018,Put,13.500,0.015,0.015,0.000,"1,596"
AMCDQ9,24/05/2018,Call,13.510,0.490,0.490,0.000,150
AMCDR9,24/05/2018,Put,13.510,0.015,0.015,0.000,101
AMCX78,24/05/2018,Call,13.750,0.295,0.295,0.000,301
AMCX88,24/05/2018,Put,13.750,0.060,0.060,0.000,"7,310"
AMCDS9,24/05/2018,Call,13.760,0.285,0.285,0.000,0
AMCDT9,24/05/2018,Put,13.760,0.060,0.060,0.470,500
AMCWI8,24/05/2018,Call,14.000,0.135,0.135,0.000,853
AMCWJ8,24/05/2018,Put,14.000,0.160,0.160,0.000,"5,223"
AMCDU9,24/05/2018,Call,14.010,0.130,0.130,0.000,410
AMCDV9,24/05/2018,Put,14.010,0.165,0.165,0.000,450
AMCWO8,24/05/2018,Call,14.250,0.040,0.040,0.000,858
AMCWP8,24/05/2018,Put,14.250,0.335,0.335,0.000,640
AMCDW9,24/05/2018,Call,14.260,0.040,0.040,0.000,220
AMCDX9,24/05/2018,Put,14.260,0.340,0.340,0.000,310
AMCWW8,24/05/2018,Call,14.500,0.009,0.009,0.000,391
AMCWX8,24/05/2018,Put,14.500,0.560,0.560,0.000,0
AMCDY9,24/05/2018,Call,14.510,0.008,0.008,0.000,200
AMCDZ9,24/05/2018,Put,14.510,0.565,0.565,0.000,420
AMCX58,24/05/2018,Call,14.750,0.001,0.001,0.000,"1,491"
AMCX68,24/05/2018,Put,14.750,0.800,0.800,0.000,0
AMCG29,24/05/2018,Call,14.760,0.001,0.001,0.000,0
AMCG39,24/05/2018,Put,14.760,0.810,0.810,0.000,500
AMCWK8,24/05/2018,Call,15.000,0.000,0.000,0.000,50
AMCWL8,24/05/2018,Put,15.000,1.050,1.050,0.000,0
AMCG69,24/05/2018,Call,15.010,0.000,0.000,0.000,0
AMCG79,24/05/2018,Put,15.010,1.055,1.055,0.000,110
AMCWU8,24/05/2018,Call,15.500,0.000,0.000,0.000,100
AMCWV8,24/05/2018,Put,15.500,1.550,1.550,0.000,0
AMCG89,24/05/2018,Call,15.510,0.000,0.000,0.000,0
AMCG99,24/05/2018,Put,15.510,1.555,1.555,0.000,44
AMCX98,24/05/2018,Call,16.000,0.000,0.000,0.000,30
AMCXA8,24/05/2018,Put,16.000,2.050,2.050,0.000,0
AMCWY8,24/05/2018,Call,16.500,0.000,0.000,0.000,0
AMCWZ8,24/05/2018,Put,16.500,2.550,2.550,0.000,0
AMCXB8,24/05/2018,Call,17.000,0.000,0.000,0.000,0
AMCXC8,24/05/2018,Put,17.000,3.050,3.050,0.000,0
AMCX38,24/05/2018,Call,17.500,0.000,0.000,0.000,0
AMCX48,24/05/2018,Put,17.500,3.550,3.550,0.000,0
AMCWQ8,24/05/2018,Call,18.000,0.000,0.000,0.000,0
AMCWR8,24/05/2018,Put,18.000,4.050,4.050,0.000,0
AMCX18,24/05/2018,Call,18.500,0.000,0.000,0.000,0
AMCX28,24/05/2018,Put,18.500,4.550,4.550,0.000,0
AMCWM8,24/05/2018,Call,19.000,0.000,0.000,0.000,0
AMCWN8,24/05/2018,Put,19.000,5.050,5.050,0.000,0
AMCXJ8,24/05/2018,Call,19.500,0.000,0.000,0.000,0
AMCXK8,24/05/2018,Put,19.500,5.550,5.550,0.000,0
AMCNW8,28/06/2018,Call,0.010,13.970,13.970,0.000,750
AMCMB9,28/06/2018,Call,11.500,2.480,2.480,0.000,0
AMCMC9,28/06/2018,Put,11.500,0.000,0.000,0.000,0
AMCLN9,28/06/2018,Call,11.750,2.235,2.235,0.000,0
AMCLO9,28/06/2018,Put,11.750,0.000,0.000,0.000,0
AMCC58,28/06/2018,Call,12.000,1.990,1.990,0.000,0
AMCC68,28/06/2018,Put,12.000,0.001,0.001,0.000,0
AMCD89,28/06/2018,Call,12.250,1.750,1.750,0.000,0
AMCD99,28/06/2018,Put,12.250,0.003,0.003,0.000,0
AMCZR7,28/06/2018,Call,12.500,1.505,1.505,0.000,0
AMCZS7,28/06/2018,Put,12.500,0.007,0.007,0.000,100
AMCZU8,28/06/2018,Call,12.750,1.270,1.270,0.000,0
AMCZV8,28/06/2018,Put,12.750,0.015,0.015,0.000,230
AMCYM7,28/06/2018,Call,13.000,1.040,1.040,0.000,0
AMCYN7,28/06/2018,Put,13.000,0.035,0.035,0.000,"1,428"
AMCGM9,28/06/2018,Call,13.010,1.030,1.030,0.000,0
AMCGN9,28/06/2018,Put,13.010,0.035,0.035,0.000,300
AMCU98,28/06/2018,Call,13.250,0.820,0.820,0.000,118
AMCUA8,28/06/2018,Put,13.250,0.065,0.065,0.000,195
AMCGO9,28/06/2018,Call,13.260,0.810,0.810,0.000,0
AMCGP9,28/06/2018,Put,13.260,0.070,0.070,0.000,0
AMCYU7,28/06/2018,Call,13.500,0.615,0.615,0.000,130
AMCYV7,28/06/2018,Put,13.500,0.115,0.115,0.000,"2,920"
AMCGQ9,28/06/2018,Call,13.510,0.605,0.605,0.000,0
AMCGR9,28/06/2018,Put,13.510,0.120,0.120,0.000,120
AMCP48,28/06/2018,Call,13.750,0.435,0.435,0.000,58
AMCP58,28/06/2018,Put,13.750,0.195,0.195,0.145,"1,360"
AMCGS9,28/06/2018,Call,13.760,0.425,0.425,0.000,0
AMCGT9,28/06/2018,Put,13.760,0.195,0.195,0.000,175
AMCYW7,28/06/2018,Call,14.000,0.285,0.285,0.000,437
AMCYX7,28/06/2018,Put,14.000,0.300,0.300,0.250,687
AMCZI8,28/06/2018,Call,14.010,0.280,0.280,0.000,201
AMCZJ8,28/06/2018,Put,14.010,0.305,0.305,0.000,105
AMCN28,28/06/2018,Call,14.250,0.170,0.170,0.180,247
AMCN38,28/06/2018,Put,14.250,0.445,0.445,0.000,756
AMCYS7,28/06/2018,Call,14.500,0.095,0.095,0.120,"1,333"
AMCYT7,28/06/2018,Put,14.500,0.625,0.625,0.000,275
AMCWE8,28/06/2018,Call,14.510,0.090,0.090,0.000,0
AMCWF8,28/06/2018,Put,14.510,0.625,0.625,0.000,135
AMCMT8,28/06/2018,Call,14.750,0.045,0.045,0.000,"1,300"
AMCMU8,28/06/2018,Put,14.750,0.835,0.835,0.000,580
AMCWG8,28/06/2018,Call,14.760,0.045,0.045,0.000,0
AMCWH8,28/06/2018,Put,14.760,0.835,0.835,0.000,0
AMCYZ7,28/06/2018,Call,15.000,0.020,0.020,0.000,"5,010"
AMCZ17,28/06/2018,Put,15.000,1.065,1.065,0.000,100
AMCS68,28/06/2018,Call,15.010,0.020,0.020,0.000,0
AMCS78,28/06/2018,Put,15.010,1.060,1.060,0.000,510
AMCMV8,28/06/2018,Call,15.500,0.003,0.003,0.000,"2,017"
AMCMW8,28/06/2018,Put,15.500,1.550,1.550,0.000,0
AMCS88,28/06/2018,Call,15.510,0.003,0.003,0.000,113
AMCS98,28/06/2018,Put,15.510,1.540,1.540,0.000,300
AMCYI7,28/06/2018,Call,16.000,0.000,0.000,0.000,988
AMCYJ7,28/06/2018,Put,16.000,2.050,2.050,0.000,0
AMCSA8,28/06/2018,Call,16.010,0.000,0.000,0.000,32
AMCSB8,28/06/2018,Put,16.010,2.035,2.035,0.000,130
AMCMX8,28/06/2018,Call,16.500,0.000,0.000,0.000,"1,575"
AMCMY8,28/06/2018,Put,16.500,2.550,2.550,0.000,0
AMCIG9,28/06/2018,Call,16.510,0.000,0.000,0.000,0
AMCIH9,28/06/2018,Put,16.510,2.535,2.535,0.000,15
AMCYK7,28/06/2018,Call,17.000,0.000,0.000,0.000,0
AMCYL7,28/06/2018,Put,17.000,3.050,3.050,0.000,0
AMCMP8,28/06/2018,Call,17.500,0.000,0.000,0.000,30
AMCMQ8,28/06/2018,Put,17.500,3.550,3.550,0.000,0
AMCYQ7,28/06/2018,Call,18.000,0.000,0.000,0.000,0
AMCYR7,28/06/2018,Put,18.000,4.050,4.050,0.000,0
AMCMR8,28/06/2018,Call,18.500,0.000,0.000,0.000,0
AMCMS8,28/06/2018,Put,18.500,4.555,4.555,0.000,0
AMCYO7,28/06/2018,Call,19.000,0.000,0.000,0.000,0
AMCYP7,28/06/2018,Put,19.000,5.055,5.055,0.000,0
AMCMZ8,28/06/2018,Call,19.500,0.000,0.000,0.000,0
AMCN18,28/06/2018,Put,19.500,5.555,5.555,0.000,0
AMCIQ8,28/06/2018,Call,20.000,0.000,0.000,0.000,0
AMCIR8,28/06/2018,Put,20.000,6.055,6.055,0.000,0
AMCMD8,28/06/2018,Call,21.000,0.000,0.000,0.000,0
AMCME8,28/06/2018,Put,21.000,7.050,7.050,0.000,0
AMCC79,26/07/2018,Call,0.010,13.990,13.990,0.000,0
AMCJM9,26/07/2018,Call,11.000,3.000,3.000,0.000,0
AMCJN9,26/07/2018,Put,11.000,0.000,0.000,0.000,0
AMCJO9,26/07/2018,Call,11.500,2.510,2.510,0.000,0
AMCJP9,26/07/2018,Put,11.500,0.002,0.002,0.000,200
AMCLP9,26/07/2018,Call,11.750,2.265,2.265,0.000,0
AMCLQ9,26/07/2018,Put,11.750,0.004,0.004,0.000,0
AMCE79,26/07/2018,Call,12.000,2.025,2.025,0.000,0
AMCE89,26/07/2018,Put,12.000,0.008,0.008,0.000,0
AMCDK9,26/07/2018,Call,12.250,1.785,1.785,0.000,0
AMCDL9,26/07/2018,Put,12.250,0.015,0.015,0.000,221
AMCCP9,26/07/2018,Call,12.500,1.550,1.550,0.000,0
AMCCQ9,26/07/2018,Put,12.500,0.030,0.030,0.000,260
AMCC89,26/07/2018,Call,12.750,1.325,1.325,0.000,0
AMCC99,26/07/2018,Put,12.750,0.050,0.050,0.000,0
AMCB69,26/07/2018,Call,13.000,1.105,1.105,0.000,0
AMCB79,26/07/2018,Put,13.000,0.080,0.080,0.000,0
AMCJI9,26/07/2018,Call,13.010,1.095,1.095,0.000,0
AMCJJ9,26/07/2018,Put,13.010,0.080,0.080,0.000,700
AMCBS9,26/07/2018,Call,13.250,0.895,0.895,0.000,0
AMCBT9,26/07/2018,Put,13.250,0.125,0.125,0.000,20
AMCJQ9,26/07/2018,Call,13.260,0.885,0.885,0.000,300
AMCJR9,26/07/2018,Put,13.260,0.125,0.125,0.000,450
AMCBJ9,26/07/2018,Call,13.500,0.700,0.700,0.000,200
AMCBK9,26/07/2018,Put,13.500,0.185,0.185,0.000,115
AMCJS9,26/07/2018,Call,13.510,0.690,0.690,0.000,100
AMCJT9,26/07/2018,Put,13.510,0.185,0.185,0.190,200
AMCBH9,26/07/2018,Call,13.750,0.520,0.520,0.000,450
AMCBI9,26/07/2018,Put,13.750,0.265,0.265,0.240,50
AMCJU9,26/07/2018,Call,13.760,0.515,0.515,0.000,0
AMCJV9,26/07/2018,Put,13.760,0.265,0.265,0.000,180
AMCBO9,26/07/2018,Call,14.000,0.375,0.375,0.000,8
AMCBP9,26/07/2018,Put,14.000,0.370,0.370,0.000,250
AMCLB9,26/07/2018,Call,14.010,0.370,0.370,0.000,0
AMCLC9,26/07/2018,Put,14.010,0.370,0.370,0.000,0
AMCC39,26/07/2018,Call,14.250,0.255,0.255,0.000,320
AMCC49,26/07/2018,Put,14.250,0.505,0.505,0.000,630
AMCLD9,26/07/2018,Call,14.260,0.250,0.250,0.000,0
AMCLE9,26/07/2018,Put,14.260,0.505,0.505,0.000,0
AMCBY9,26/07/2018,Call,14.500,0.165,0.165,0.180,680
AMCBZ9,26/07/2018,Put,14.500,0.665,0.665,0.000,0
AMCLF9,26/07/2018,Call,14.510,0.160,0.160,0.000,0
AMCLG9,26/07/2018,Put,14.510,0.665,0.665,0.000,0
AMCBF9,26/07/2018,Call,14.750,0.100,0.100,0.000,0
AMCBG9,26/07/2018,Put,14.750,0.860,0.860,0.000,257
AMCLH9,26/07/2018,Call,14.760,0.100,0.100,0.000,0
AMCLI9,26/07/2018,Put,14.760,0.850,0.850,0.000,0
AMCBQ9,26/07/2018,Call,15.000,0.060,0.060,0.065,200
AMCBR9,26/07/2018,Put,15.000,1.075,1.075,0.000,10
AMCLJ9,26/07/2018,Call,15.010,0.055,0.055,0.000,0
AMCLK9,26/07/2018,Put,15.010,1.060,1.060,0.000,0
AMCC19,26/07/2018,Call,15.500,0.015,0.015,0.000,200
AMCC29,26/07/2018,Put,15.500,1.550,1.550,0.000,0
AMCBU9,26/07/2018,Call,16.000,0.004,0.004,0.000,0
AMCBV9,26/07/2018,Put,16.000,2.050,2.050,0.000,0
AMCBL9,26/07/2018,Call,16.500,0.001,0.001,0.000,0
AMCBM9,26/07/2018,Put,16.500,2.550,2.550,0.000,0
AMCBW9,26/07/2018,Call,17.000,0.000,0.000,0.000,10
AMCBX9,26/07/2018,Put,17.000,3.050,3.050,0.000,0
AMCB89,26/07/2018,Call,17.500,0.000,0.000,0.000,0
AMCB99,26/07/2018,Put,17.500,3.550,3.550,0.000,0
AMCC59,26/07/2018,Call,18.000,0.000,0.000,0.000,0
AMCC69,26/07/2018,Put,18.000,4.055,4.055,0.000,0
AMCFQ9,30/08/2018,Call,0.010,14.020,14.020,0.000,0
AMCMD9,30/08/2018,Call,11.500,2.545,2.545,0.000,0
AMCME9,30/08/2018,Put,11.500,0.015,0.015,0.000,0
AMCLR9,30/08/2018,Call,11.750,2.300,2.300,0.000,0
AMCLS9,30/08/2018,Put,11.750,0.025,0.025,0.000,0
AMCI79,30/08/2018,Call,12.000,2.060,2.060,0.000,0
AMCI89,30/08/2018,Put,12.000,0.040,0.040,0.000,0
AMCFK9,30/08/2018,Call,12.250,1.825,1.825,0.000,0
AMCFL9,30/08/2018,Put,12.250,0.055,0.055,0.000,0
AMCFI9,30/08/2018,Call,12.500,1.595,1.595,0.000,0
AMCFJ9,30/08/2018,Put,12.500,0.080,0.080,0.000,0
AMCEY9,30/08/2018,Call,12.750,1.375,1.375,0.000,0
AMCEZ9,30/08/2018,Put,12.750,0.115,0.115,0.000,0
AMCM39,30/08/2018,Call,12.760,1.370,1.370,0.000,0
AMCM49,30/08/2018,Put,12.760,0.115,0.115,0.000,300
AMCEQ9,30/08/2018,Call,13.000,1.170,1.170,0.000,0
AMCER9,30/08/2018,Put,13.000,0.155,0.155,0.000,20
AMCM59,30/08/2018,Call,13.010,1.160,1.160,0.000,0
AMCM69,30/08/2018,Put,13.010,0.155,0.155,0.000,0
AMCFM9,30/08/2018,Call,13.250,0.975,0.975,0.000,0
AMCFN9,30/08/2018,Put,13.250,0.205,0.205,0.000,20
AMCM79,30/08/2018,Call,13.260,0.965,0.965,0.000,0
AMCM89,30/08/2018,Put,13.260,0.205,0.205,0.000,0
AMCFG9,30/08/2018,Call,13.500,0.795,0.795,0.000,0
AMCFH9,30/08/2018,Put,13.500,0.275,0.275,0.000,0
AMCES9,30/08/2018,Call,13.750,0.630,0.630,0.000,0
AMCET9,30/08/2018,Put,13.750,0.360,0.360,0.000,200
AMCJW9,30/08/2018,Call,13.760,0.625,0.625,0.000,0
AMCJX9,30/08/2018,Put,13.760,0.360,0.360,0.000,0
AMCF19,30/08/2018,Call,14.000,0.485,0.485,0.000,600
